date,coin_id,EX_RETURN,SIZE_SCORE,AMIHUD_SCORE,MOMENTUM_SCORE,Y_TARGET_RETURN,Beta_R_MKT,Beta_CSMB,Beta_CMH,Beta_CIHML
2025-01-31,1,0.0099811172805447,2055372495752.9492,2.6654894239351377e-13,0.0033656488038162,-0.0227179863604706,0.8459287170453806,0.0042689201362662,0.0124037188730065,-0.0109275529746976
2025-01-31,2,0.1157999621823948,8734465703.525854,4.3997037461693094e-11,0.0035352308107035,-0.014788722468039,1.1174696849739485,0.9642592963389814,-0.0504674241153522,-0.1478042839963369
2025-01-31,52,0.0199922613279551,176885227831.12805,1.7895994273927397e-12,0.0099455632091725,-0.030896296832414,1.4524194381565123,-0.0652641641291348,-0.0689461746121923,0.0115079414563067
2025-01-31,74,0.0231511481430691,47887036416.57437,1.2765942181780455e-11,-4.151615370461972e-05,-0.0084544135388604,1.6833962993253644,0.33229829698358,-0.0533222162633622,0.0362095572457741
2025-01-31,512,0.0904981693639239,11994232791.238403,4.576827212441217e-11,-0.002727356047581,-0.0376239264607633,1.2767724569361805,0.1606778205421908,-0.0233543806138019,0.4290531860725812
2025-01-31,1027,0.0419632087263075,375317199525.6973,8.251860394874084e-13,-0.0026393652213503,0.0156260844164018,1.4427210442565406,-0.0600697700171421,0.0219839771544432,-0.0658778406910368
2025-01-31,1437,0.0358120518817072,692508309.2988459,2.2558479738905187e-10,-0.0112432173787864,-0.0182409630810462,1.0197212355547516,1.391182821919013,0.6750881013243278,0.5179577041423187
2025-01-31,1831,0.046755584942088,8226313525.068644,8.520780504366931e-11,-0.0028411665785965,-0.0247671925869584,1.0220071281398762,0.7021177764074042,0.0071314302409136,-0.105651550190789
2025-01-31,1839,0.0145401239907667,95145622967.37346,9.51649081108192e-12,-0.0020087484250254,-0.0003389853867644,0.7829522266069919,0.0513826715385197,-0.0564409838509756,-0.0058664485936466
2025-01-31,1958,0.048815181693948,20684155872.9812,1.8448562570181272e-11,-0.00218743919177,0.0060661950626247,0.3956394088844037,-0.149279668810133,0.0084512328905892,0.021873415026498
2025-01-31,1975,0.0349334524101891,15079763990.360268,3.6444291906787926e-11,0.0030896157298151,0.0272683197430111,1.630563961506197,0.3119057620399563,-0.0811541722448731,0.1044947772057888
2025-01-31,2010,0.0206501638244623,33114255287.34653,2.1432497392314088e-11,0.0008991479298612,-0.0193933977778571,1.7636999229952297,-0.442834605088868,-0.2161781794390002,0.222371050533766
2025-01-31,3635,0.0179889421230589,3421033607.5804234,6.065926476024711e-10,-0.0055344770836445,-0.0102290637321396,1.3725433608628854,1.011049540622058,0.3388210605795037,0.1805668559962945
2025-01-31,4642,0.0230974868675435,11824255340.59437,4.709383644315101e-11,0.0017800155207828,-0.0306465402885137,1.3975611767104308,0.5464189032076617,-0.1083817520059138,0.4562149880279509
2025-01-31,5426,0.0464489995521626,111011551408.26534,4.0223646368127935e-12,0.0058048269341988,-0.0308754744110439,1.5723791493773929,-0.056173354470651,-0.0322875959318089,-0.0365404291689982
2025-01-31,5805,0.045554922899972,13494384425.246008,7.117576429232871e-11,-0.00498634715907,0.002667579263066,1.5197152574040251,0.7433793831696562,-0.1628823910799852,0.2556741754420253
2025-01-31,5994,0.0224424722591965,10774505409.234438,6.7023233709857e-11,-0.0060224552548597,0.0100032759226708,1.2590400522212295,0.5300189513675043,-0.0952139090762774,0.1008916648106548
2025-01-31,11419,-0.0005613135809659,12009923858.588207,1.369305393796099e-10,-0.0046922559088543,0.0008317524792834,0.9570408856463508,0.5160188412301463,-0.2752112762855787,0.2933892558250963
2025-01-31,20947,0.1095285572858342,11121080605.1249,3.770380883195888e-11,-0.0052150563015203,-0.0097127396917362,1.69244017435213,0.7078066853226112,-0.2037566555265946,0.0749177429194652
2025-01-31,32196,0.1440665361798188,7930971242.220101,2.4185761769300416e-10,-0.0036725514901299,-0.0193463170439368,1.258851699963339,-0.4240765198902645,-0.0971441438011947,1.049430393223641
2025-02-01,1,-0.0227179863604706,2076037692387.0889,2.9698338635794004e-13,0.0027886058275586,-0.0175396131340196,0.8459287170453806,0.0042689201362662,0.0124037188730065,-0.0109275529746976
2025-02-01,2,-0.014788722468039,9807287757.98388,5.1964169205758744e-11,0.0075803845211782,-0.073920918022224,1.1174696849739485,0.9642592963389814,-0.0504674241153522,-0.1478042839963369
2025-02-01,52,-0.030896296832414,180652884116.54437,2.095021600711184e-12,0.0094468391624992,-0.0513241751419479,1.4524194381565123,-0.0652641641291348,-0.0689461746121923,0.0115079414563067
2025-02-01,74,-0.0084544135388604,49013104453.148506,1.3823064056604537e-11,-0.0007527967393566,-0.0642567677894987,1.6833962993253644,0.33229829698358,-0.0533222162633622,0.0362095572457741
2025-02-01,512,-0.0376239264607633,13132646560.09135,6.548092391875067e-11,-0.0002284959339347,-0.0519766943752011,1.2767724569361805,0.1606778205421908,-0.0233543806138019,0.4290531860725812
2025-02-01,1027,0.0156260844164018,391409276247.02167,9.95199404850434e-13,-0.0021754556429838,-0.0567562130893284,1.4427210442565406,-0.0600697700171421,0.0219839771544432,-0.0658778406910368
2025-02-01,1437,-0.0182409630810462,717757873.6588662,2.7714890510496995e-10,-0.0107503751955232,-0.0941365917413433,1.0197212355547516,1.391182821919013,0.6750881013243278,0.5179577041423187
2025-02-01,1831,-0.0247671925869584,8620279687.271214,1.0693323898227678e-10,-0.0021131227659155,-0.047943678486794,1.0220071281398762,0.7021177764074042,0.0071314302409136,-0.105651550190789
2025-02-01,1839,-0.0003389853867644,96539127718.12012,1.0472739530019483e-11,-0.0014498500275833,-0.0360212221828179,0.7829522266069919,0.0513826715385197,-0.0564409838509756,-0.0058664485936466
2025-02-01,1958,0.0060661950626247,21718581446.10527,3.0946140969948156e-11,-0.0017804876139078,-0.0374501464178382,0.3956394088844037,-0.149279668810133,0.0084512328905892,0.021873415026498
2025-02-01,1975,0.0272683197430111,15615861559.957111,4.3030786406427847e-11,0.0037418219022247,-0.0880849307494612,1.630563961506197,0.3119057620399563,-0.0811541722448731,0.1044947772057888
2025-02-01,2010,-0.0193933977778571,33805179379.74628,2.541900050604206e-11,-1.9377016116825245e-05,-0.0485716919927422,1.7636999229952297,-0.442834605088868,-0.2161781794390002,0.222371050533766
2025-02-01,3635,-0.0102290637321396,3483131242.8430586,7.35020043605246e-10,-0.0049165734048812,-0.0452389062597451,1.3725433608628854,1.011049540622058,0.3388210605795037,0.1805668559962945
2025-02-01,4642,-0.0306465402885137,12100544433.061956,5.4865693976679526e-11,0.0028795020181555,-0.0719091685054255,1.3975611767104308,0.5464189032076617,-0.1083817520059138,0.4562149880279509
2025-02-01,5426,-0.0308754744110439,116283556990.7865,5.2292684570108286e-12,0.0049807432943298,-0.080976292089261,1.5723791493773929,-0.056173354470651,-0.0322875959318089,-0.0365404291689982
2025-02-01,5805,0.002667579263066,14123752658.822372,8.187516700584973e-11,-0.004786585312061,-0.0668080804875878,1.5197152574040251,0.7433793831696562,-0.1628823910799852,0.2556741754420253
2025-02-01,5994,0.0100032759226708,11019034563.942965,7.915419135881141e-11,-0.0071937467075913,-0.0678080137154981,1.2590400522212295,0.5300189513675043,-0.0952139090762774,0.1008916648106548
2025-02-01,11419,0.0008317524792834,12003544817.2688,1.1889283278594028e-10,-0.0055925631857869,-0.0450740860093751,0.9570408856463508,0.5160188412301463,-0.2752112762855787,0.2933892558250963
2025-02-01,20947,-0.0097127396917362,12408367186.063406,4.4158340395440656e-11,-0.0018933238121777,-0.0875128863926898,1.69244017435213,0.7078066853226112,-0.2037566555265946,0.0749177429194652
2025-02-01,32196,-0.0193463170439368,9159962101.41862,2.7167317430310145e-10,0.0059990712912562,-0.1517300767569441,1.258851699963339,-0.4240765198902645,-0.0971441438011947,1.049430393223641
2025-02-02,1,-0.0175396131340196,2029446543679.284,3.440899143142459e-13,0.0015094064410193,-0.0303312508940165,0.8459287170453806,0.0042689201362662,0.0124037188730065,-0.0109275529746976
2025-02-02,2,-0.073920918022224,9663764184.775434,5.140758094340427e-11,0.0045575577064047,-0.0834194392470741,1.1174696849739485,0.9642592963389814,-0.0504674241153522,-0.1478042839963369
2025-02-02,52,-0.0513241751419479,175156721722.31476,2.9557367759179668e-12,0.0076078062368689,-0.1116284330265277,1.4524194381565123,-0.0652641641291348,-0.0689461746121923,0.0115079414563067
2025-02-02,74,-0.0642567677894987,48604997432.61519,1.4191595920192114e-11,-0.0051121856322257,-0.1416120064457975,1.6833962993253644,0.33229829698358,-0.0533222162633622,0.0362095572457741
2025-02-02,512,-0.0519766943752011,12660913931.421053,8.087280783115214e-11,-0.002842938468074,-0.1052002758484852,1.2767724569361805,0.1606778205421908,-0.0233543806138019,0.4290531860725812
2025-02-02,1027,-0.0567562130893284,397581064227.30066,1.0208678919502449e-12,-0.0031928532692516,-0.0827728002645398,1.4427210442565406,-0.0600697700171421,0.0219839771544432,-0.0658778406910368
2025-02-02,1437,-0.0941365917413433,704783966.7968316,2.5335718278621566e-10,-0.012309121635432,-0.1700155297642119,1.0197212355547516,1.391182821919013,0.6750881013243278,0.5179577041423187
2025-02-02,1831,-0.047943678486794,8409590017.652774,1.1215645033044187e-10,-0.0038936778726971,-0.1168702361598651,1.0220071281398762,0.7021177764074042,0.0071314302409136,-0.105651550190789
2025-02-02,1839,-0.0360212221828179,96506376062.6247,9.301862103624728e-12,-0.0018758624150012,-0.0564184326354728,0.7829522266069919,0.0513826715385197,-0.0564409838509756,-0.0058664485936466
2025-02-02,1958,-0.0374501464178382,21850269641.42374,3.1224844762829083e-11,-0.0022016649033676,-0.0820875888441214,0.3956394088844037,-0.149279668810133,0.0084512328905892,0.021873415026498
2025-02-02,1975,-0.0880849307494612,16047538672.939646,4.454345280262423e-11,0.0025647467862262,-0.1199625205776872,1.630563961506197,0.3119057620399563,-0.0811541722448731,0.1044947772057888
2025-02-02,2010,-0.0485716919927422,33155898320.269615,2.6776034181438214e-11,-0.005210626984799,-0.1119599426956424,1.7636999229952297,-0.442834605088868,-0.2161781794390002,0.222371050533766
2025-02-02,3635,-0.0452389062597451,3447683677.7911325,7.514960709817061e-10,-0.0074057719906157,-0.1360215607106797,1.3725433608628854,1.011049540622058,0.3388210605795037,0.1805668559962945
2025-02-02,4642,-0.0719091685054255,11735329489.584038,6.757270059688006e-11,-0.000783780250668,-0.1198733572482452,1.3975611767104308,0.5464189032076617,-0.1083817520059138,0.4562149880279509
2025-02-02,5426,-0.080976292089261,112770731116.11992,6.313408682082301e-12,0.0022071730945195,-0.0498391795107517,1.5723791493773929,-0.056173354470651,-0.0322875959318089,-0.0365404291689982
2025-02-02,5805,-0.0668080804875878,14161804729.173128,8.102611564509339e-11,-0.0070300249302042,-0.1538247049772926,1.5197152574040251,0.7433793831696562,-0.1628823910799852,0.2556741754420253
2025-02-02,5994,-0.0678080137154981,11129832824.374666,7.840004724749327e-11,-0.0091309611585533,-0.1301497666028397,1.2590400522212295,0.5300189513675043,-0.0952139090762774,0.1008916648106548
